Name,Weight,Wins,Losses,Draws,Birth Date,Country,Weight Class,Age,Last Fight
Julija Stoliarenko,125 lbs.,11,9,2,1993-04-08,Lithuania,Bantamweight,32,03/02/2024
Dustin Stoltzfus,185 lbs.,16,6,0,1991-11-15,United States,Middleweight,33,02/11/2024
Niklas Stolze,155 lbs.,12,6,0,1992-12-28,Germany,Welterweight,32,07/09/2024
Ken Stone,135 lbs.,11,4,0,1982-10-08,United States,Bantamweight,42,11/08/2012
Rick Story,170 lbs.,19,9,0,1984-08-28,United States,Welterweight,40,20/10/2018
Darko Stosic,205 lbs.,13,4,0,1992-02-09,Serbia,Heavyweight,33,27/04/2024
Greg Stott,220 lbs.,0,1,0,,United States,Heavyweight,,17/10/1997
Curtis Stout,185 lbs.,11,12,1,1973-11-07,United States,Middleweight,51,18/05/2007
Sam Stout,155 lbs.,20,12,1,1984-04-23,Canada,Lightweight,41,23/08/2015
Jesse Strader,135 lbs.,5,3,0,1991-05-29,United States,Bantamweight,33,28/01/2023
Dave Strasser,170 lbs.,25,8,0,1969-07-13,United States,Welterweight,55,29/03/2008
Daniel Straus,145 lbs.,24,7,0,1984-07-27,United States,Featherweight,40,11/05/2024
Gerald Strebendt,155 lbs.,9,7,0,1979-03-01,United States,Lightweight,46,18/04/2009
Sean Strickland,185 lbs.,29,7,0,1991-02-27,United States,Middleweight,34,08/02/2025
Mark Striegl,145 lbs.,18,4,0,1988-06-23,Philippines,Bantamweight,36,28/04/2024
Hans Stringer,205 lbs.,22,8,3,1987-07-06,Netherlands,Light Heavyweight,37,17/09/2016
Stefan Struve,265 lbs.,33,13,0,1988-02-18,Netherlands,Heavyweight,37,24/10/2020
Josh Stuart,160 lbs.,1,4,0,,United States,Welterweight,,15/06/2019
Mike Stumpf,170 lbs.,11,4,0,1986-08-01,United States,Welterweight,38,26/01/2013
Tatiana Suarez,115 lbs.,11,1,0,1990-12-19,United States,Strawweight,34,08/02/2025
Genki Sudo,155 lbs.,15,4,2,1978-03-08,Japan,Lightweight,47,31/12/2006
George Sullivan,170 lbs.,17,7,0,1981-03-13,United States,Welterweight,44,03/03/2023
Amar Suloev,183 lbs.,24,7,0,1976-07-01,Armenia,Middleweight,48,03/04/2008
Justin Sumter,185 lbs.,7,3,0,1989-11-10,United States,Middleweight,35,01/04/2022
Joel Sutton,205 lbs.,2,4,1,1969-07-07,United States,Light Heavyweight,55,20/02/1999
Martin Svensson,155 lbs.,15,6,0,1985-04-24,Sweden,Lightweight,40,15/10/2016
Cub Swanson,145 lbs.,30,14,0,1983-11-02,United States,Featherweight,41,14/12/2024
Mike Swick,170 lbs.,15,6,0,1979-06-19,United States,Welterweight,45,11/07/2015
Floyd Sword,185 lbs.,12,3,0,,United States,Middleweight,,31/05/2008
Bentley Syler,125 lbs.,5,1,0,1982-12-22,Bolivia,Flyweight,42,21/03/2015
Tim Sylvia,265 lbs.,31,10,0,1974-03-05,United States,Heavyweight,51,03/12/2017
Amber Tackett,115 lbs.,1,3,0,1987-02-06,United States,Flyweight,38,25/04/2016
Eugenio Tadeu,160 lbs.,2,3,0,1963-08-17,Brazil,Welterweight,61,16/05/2003
Justin Tafa,264 lbs.,7,5,0,1993-12-13,Australia,Heavyweight,31,08/02/2025
Khalid Taha,135 lbs.,13,5,0,1992-02-15,Germany,Bantamweight,33,05/04/2025
Joe Taimanglo,135 lbs.,23,7,1,1984-06-27,Guam,Bantamweight,40,16/11/2018
Mairbek Taisumov,155 lbs.,27,6,0,1988-08-08,Russia,Lightweight,36,07/09/2019
Daiju Takase,170 lbs.,12,15,2,1978-04-20,Japan,Middleweight,47,28/12/2018
Oleg Taktarov,210 lbs.,17,5,2,1967-08-26,Russia,Heavyweight,57,18/08/2023
Nordine Taleb,170 lbs.,15,7,0,1981-06-10,Canada,Welterweight,43,07/09/2019
Issei Tamura,135 lbs.,10,8,0,1984-03-12,Japan,Featherweight,41,25/12/2022
Jason Tan,170 lbs.,5,3,0,1981-12-17,England,Welterweight,43,24/05/2008
Michinori Tanaka,135 lbs.,11,3,0,1990-10-04,Japan,Bantamweight,34,09/07/2023
Evan Tanner,185 lbs.,32,8,0,1971-02-11,United States,Middleweight,54,21/06/2008
Gary Tapusoa,185 lbs.,8,3,0,1979-09-02,United States,Middleweight,45,24/10/2014
Miesha Tate,135 lbs.,20,10,0,1986-08-18,United States,Bantamweight,38,03/05/2025
Deividas Taurosevicius,145 lbs.,17,5,0,1977-08-28,United States,Featherweight,47,05/04/2013
Thiago Tavares,145 lbs.,21,7,1,1984-11-08,Brazil,Featherweight,40,12/12/2021
Brad Tavares,185 lbs.,21,11,0,1987-12-21,United States,Middleweight,37,05/04/2025
Paul Taylor,155 lbs.,11,6,1,1979-12-15,England,Lightweight,45,05/02/2011
Jesse Taylor,170 lbs.,31,15,0,1983-01-02,United States,Welterweight,42,30/03/2023
Torrance Taylor,155 lbs.,13,8,1,1987-10-11,United States,Lightweight,37,12/10/2013
Louis Taylor,185 lbs.,13,4,0,1979-05-12,United States,Middleweight,45,31/12/2018
Anthony Taylor,145 lbs.,1,3,0,1989-06-23,United States,Lightweight,35,18/01/2025
Danielle Taylor,115 lbs.,9,4,0,1989-10-25,United States,Strawweight,35,03/05/2023
James Te Huna,185 lbs.,16,9,0,1981-09-29,Australia,Middleweight,43,19/03/2016
Shawn Teed,265 lbs.,5,2,0,1992-02-13,United States,Heavyweight,33,15/10/2020
Glover Teixeira,205 lbs.,33,9,0,1979-10-28,Brazil,Light Heavyweight,45,29/06/2023
John Teixeira,145 lbs.,21,2,2,1986-11-18,Brazil,Featherweight,38,08/02/2025
Ewerton Teixeira,242 lbs.,3,1,0,1982-02-13,Brazil,Heavyweight,43,25/09/2015
Tra Telligman,233 lbs.,7,5,1,1965-02-07,United States,Heavyweight,60,20/08/2005
Herman Terrado,170 lbs.,15,3,1,1989-09-27,United States,Welterweight,35,07/09/2024
David Terrell,185 lbs.,6,2,0,1978-01-09,United States,Middleweight,47,15/04/2006
James Terry,170 lbs.,19,9,0,1981-03-16,United States,Welterweight,44,07/09/2019
David Teymur,155 lbs.,8,2,0,1989-05-01,Sweden,Lightweight,36,02/02/2019
Daniel Teymur,145 lbs.,7,4,0,1988-02-03,Sweden,Featherweight,37,14/12/2019
Motonobu Tezuka,135 lbs.,28,12,7,1987-08-29,Japan,Bantamweight,37,05/10/2024
Jason Thacker,185 lbs.,0,1,0,1975-08-18,Canada,Middleweight,49,09/04/2005
Brandon Thatch,170 lbs.,11,5,0,1985-07-11,United States,Welterweight,39,30/12/2016
Elias Theodorou,185 lbs.,16,3,0,1988-05-31,Canada,Middleweight,36,18/12/2021
Paulo Thiago,170 lbs.,18,9,0,1981-01-25,Brazil,Welterweight,44,22/10/2017
Din Thomas,155 lbs.,26,9,0,1976-09-28,United States,Featherweight,48,12/04/2013
Ryan Thomas,170 lbs.,20,8,0,1984-11-05,United States,Welterweight,40,09/05/2015
Treston Thomison,145 lbs.,10,6,0,,United States,Lightweight,,18/01/2020
Nick Thompson,170 lbs.,38,14,1,1981-06-23,United States,Welterweight,43,09/04/2011
James Thompson,265 lbs.,20,16,0,1978-12-16,England,Heavyweight,46,15/12/2017
Oli Thompson,242 lbs.,17,10,0,1980-01-02,England,Light Heavyweight,45,09/08/2024
Stephen Thompson,170 lbs.,17,8,1,1983-02-11,United States,Welterweight,42,05/10/2024
Josh Thomson,155 lbs.,22,9,0,1978-09-21,United States,Lightweight,46,18/02/2017
Simeon Thoresen,170 lbs.,17,6,1,1984-03-14,Norway,Welterweight,41,28/03/2015
Gleison Tibau,155 lbs.,33,14,0,1983-07-10,Brazil,Lightweight,41,25/11/2022
Chris Tickle,155 lbs.,9,9,0,1982-02-01,United States,Welterweight,43,04/06/2016
Nolan Ticman,125 lbs.,4,3,0,1988-05-17,United States,Flyweight,36,23/07/2022
Darren Till,185 lbs.,18,5,1,1992-12-24,England,Middleweight,32,18/01/2025
Ryan Tobar,155 lbs.,3,3,0,,United States,Lightweight,,13/08/2022
Dusko Todorovic,185 lbs.,12,5,0,1994-05-19,Serbia,Middleweight,30,09/11/2024
Hideo Tokoro,135 lbs.,34,29,2,1977-08-22,Japan,Bantamweight,47,28/07/2024
Anatoly Tokov,185 lbs.,25,2,0,1990-02-17,Russia,Middleweight,35,14/12/2024
Kazuki Tokudome,155 lbs.,18,7,1,1987-03-04,Japan,Lightweight,38,09/06/2024
Puja Tomar,115 lbs.,9,5,0,1993-12-05,India,Strawweight,31,22/03/2025
Tyler Toner,145 lbs.,15,7,0,1983-03-31,United States,Featherweight,42,04/07/2014
James Toney,220 lbs.,0,1,0,1968-08-24,United States,Heavyweight,56,11/11/2023
Ilia Topuria,145 lbs.,16,0,0,1997-01-21,Spain,Featherweight,28,26/10/2024
Anthony Torres,170 lbs.,5,3,0,1978-07-31,United States,Welterweight,46,28/01/2023
Miguel Torres,135 lbs.,44,9,0,1981-01-18,United States,Featherweight,44,24/09/2016
Ronys Torres,155 lbs.,35,5,0,1986-08-13,Brazil,Lightweight,38,06/12/2024
Alex Torres,145 lbs.,5,4,0,1988-05-29,Colombia,Featherweight,36,19/10/2024
Jose Torres,125 lbs.,8,1,0,1992-08-02,United States,Flyweight,32,31/12/2024
Desmond Torres,135 lbs.,7,2,0,1997-01-06,United States,Bantamweight,28,28/08/2020
Salim Touahri,170 lbs.,10,4,0,1989-09-28,Poland,Welterweight,35,01/02/2025
Dequan Townsend,205 lbs.,21,12,0,1986-05-11,United States,Middleweight,38,09/11/2024
Roberto Traven,227 lbs.,6,4,1,1968-09-16,Brazil,Heavyweight,56,13/06/2009
Bryan Travers,155 lbs.,15,4,0,1983-01-01,United States,Welterweight,42,30/10/2015
Francisco Trevino,155 lbs.,13,3,0,1981-12-17,United States,Lightweight,43,24/06/2016
Frank Trigg,170 lbs.,21,9,0,1972-05-07,United States,Middleweight,53,10/09/2011
Francisco Trinaldo,170 lbs.,28,9,0,1978-08-24,Brazil,Welterweight,46,10/11/2023
Damien Trites,165 lbs.,7,6,0,1979-08-23,United States,Welterweight,45,15/09/2023
Michael Trizano,145 lbs.,11,3,0,1991-12-31,United States,Featherweight,33,06/07/2018
Tor Troeng,185 lbs.,16,7,1,1983-01-25,Sweden,Middleweight,42,04/10/2014
Abel Trujillo,155 lbs.,15,8,0,1983-09-18,United States,Lightweight,41,16/12/2017
Arman Tsarukyan,155 lbs.,22,3,0,1996-10-11,Russia,Lightweight,28,02/05/2025
Chris Tuchscherer,258 lbs.,21,4,0,1975-09-08,United States,Heavyweight,49,26/02/2011
Jon Tuck,155 lbs.,10,5,0,1984-08-28,Guam,Lightweight,40,28/12/2019
Gavin Tucker,145 lbs.,13,3,0,1986-06-17,Canada,Featherweight,38,05/08/2023
Jumabieke Tuerxun,135 lbs.,19,4,1,1986-04-17,China,Bantamweight,39,27/05/2023
Blair Tugman,135 lbs.,10,6,0,,United States,Bantamweight,,03/08/2018
Tai Tuivasa,264 lbs.,15,8,0,1993-03-16,Australia,Heavyweight,32,17/08/2024
Zubaira Tukhugov,155 lbs.,20,6,1,1991-01-15,Russia,Featherweight,34,11/02/2023
Teila Tuli,430 lbs.,0,1,0,1969-06-14,United States,Super Heavyweight,55,12/11/1993
Albert Tumenov,170 lbs.,18,4,0,1991-12-26,Russia,Welterweight,33,08/02/2025
Ricky Turcios,135 lbs.,13,5,0,1993-06-05,United States,Bantamweight,31,18/01/2025
Wellington Turman,170 lbs.,18,8,0,1996-07-22,Brazil,Middleweight,28,02/12/2023
Courtney Turner,170 lbs.,0,3,0,,United States,Welterweight,,13/03/1998
Jalin Turner,155 lbs.,14,9,0,1995-05-18,United States,Lightweight,29,08/03/2025
Marcin Tybura,249 lbs.,27,9,0,1985-11-09,Poland,Heavyweight,39,10/08/2024
Christian Uflacker,170 lbs.,5,0,0,1985-08-04,United States,Welterweight,39,14/12/2012
Andy Uhrich,170 lbs.,11,6,0,1985-09-13,United States,Lightweight,39,29/01/2016
Tagir Ulanbekov,125 lbs.,16,2,0,1991-07-08,Russia,Flyweight,33,18/01/2025
Carlos Ulberg,205 lbs.,13,1,0,1990-11-17,New Zealand,Light Heavyweight,34,22/03/2025
Gasan Umalatov,170 lbs.,17,4,2,1983-11-03,Russia,Middleweight,41,20/10/2018
Zach Underwood,185 lbs.,13,7,0,,United States,Lightweight,,23/01/2016
Caol Uno,155 lbs.,33,19,5,1975-05-08,Japan,Featherweight,50,26/07/2015
Hector Urbina,170 lbs.,17,10,1,1987-09-17,United States,Welterweight,37,28/10/2017
Yasuhiro Urushitani,125 lbs.,21,8,6,1976-09-08,Japan,Flyweight,48,12/11/2016
Kamaru Usman,170 lbs.,20,4,0,1987-05-11,United States,Welterweight,37,21/10/2023
Darren Uyenoyama,125 lbs.,10,6,0,1979-10-15,United States,Flyweight,45,18/11/2016
Richie Vaculik,125 lbs.,10,4,0,1983-06-19,Australia,Flyweight,41,08/11/2014
Egidijus Valavicius,200 lbs.,29,12,0,1978-12-23,Lithuania,Light Heavyweight,46,26/03/2016
Charlie Valencia,135 lbs.,12,7,0,1974-10-31,United States,Bantamweight,50,30/04/2011
Timur Valiev,135 lbs.,18,3,0,1990-01-19,Russia,Bantamweight,35,08/09/2024
Victor Valimaki,205 lbs.,18,10,0,1981-12-17,Canada,Heavyweight,43,29/09/2017
Isaac Vallie-Flagg,155 lbs.,16,7,1,1978-04-08,United States,Welterweight,47,27/08/2022
Mike Van Arsdale,205 lbs.,8,5,0,1965-06-20,United States,Light Heavyweight,59,29/04/2006
Matt Van Buren,205 lbs.,7,6,0,1986-06-12,United States,Light Heavyweight,38,27/05/2017
Ron Van Clief,190 lbs.,0,1,0,,United States,Light Heavyweight,,16/12/1994
Jared Vanderaa,265 lbs.,12,10,0,1992-05-12,United States,Heavyweight,32,03/05/2025
Austin Vanderford,170 lbs.,13,2,0,1990-03-21,United States,Middleweight,35,22/02/2025
Lando Vannata,155 lbs.,12,7,2,1992-03-14,United States,Featherweight,33,15/04/2023
Paige Vanzant,115 lbs.,8,5,0,1994-03-26,United States,Flyweight,31,11/07/2020
Paul Varelans,300 lbs.,9,9,0,1969-09-17,United States,Super Heavyweight,55,08/09/1995
Jamie Varner,155 lbs.,21,11,1,1984-12-10,United States,Lightweight,40,13/12/2014
Guilherme Vasconcelos,185 lbs.,9,4,0,1986-03-23,Brazil,Welterweight,39,31/10/2021
Linton Vassell,205 lbs.,18,5,0,1983-06-03,England,Heavyweight,41,02/08/2024
Yuri Vaulin,197 lbs.,0,1,0,1963-09-13,Latvia,Heavyweight,61,27/07/1997
Javier Vazquez,145 lbs.,16,5,0,1977-07-16,United States,Featherweight,47,26/06/2011
Manny Vazquez,125 lbs.,11,2,0,1993-11-19,United States,Bantamweight,31,22/01/2022
Matt Veach,155 lbs.,17,5,0,1981-05-31,United States,Welterweight,43,02/12/2016
Joe Vedepo,185 lbs.,18,9,0,1983-01-01,United States,Light Heavyweight,42,18/10/2019
Cain Velasquez,240 lbs.,14,3,0,1982-07-28,United States,Heavyweight,42,17/02/2019
David Velasquez,145 lbs.,10,10,0,1966-10-19,United States,Featherweight,58,25/09/2020
Bojan Velickovic,170 lbs.,15,6,1,1988-12-18,Serbia,Welterweight,36,29/12/2023
Karlos Vemola,185 lbs.,17,5,0,1985-07-01,Czech Republic,Light Heavyweight,39,29/12/2024
Luigi Vendramini,155 lbs.,9,3,0,1996-01-16,Brazil,Lightweight,29,01/02/2025
Brandon Vera,230 lbs.,15,7,0,1977-10-10,United States,Heavyweight,47,03/12/2022
Kerry Vera,135 lbs.,2,0,0,,United States,Bantamweight,,20/11/2009
Marlon Vera,135 lbs.,23,10,1,1992-12-02,Ecuador,Bantamweight,32,15/03/2025
Joe Veres,155 lbs.,4,3,0,1977-11-09,United States,Lightweight,47,23/01/2008
Renato Verissimo,170 lbs.,7,5,0,1973-08-03,Brazil,Welterweight,51,15/09/2007
Marvin Vettori,185 lbs.,19,8,1,1993-09-20,Italy,Middleweight,31,15/03/2025
Hugo Viana,135 lbs.,8,4,0,1982-09-26,Brazil,Bantamweight,42,25/01/2014
Guilherme Viana,205 lbs.,7,3,0,1986-05-13,Brazil,Light Heavyweight,38,09/11/2024
Polyana Viana,115 lbs.,13,8,0,1992-06-14,Brazil,Strawweight,32,12/04/2025
Vitor Vianna,205 lbs.,12,3,1,1979-11-02,United States,Middleweight,45,16/03/2012
James Vick,155 lbs.,13,5,0,1987-02-23,United States,Welterweight,38,28/06/2024
Milton Vieira,145 lbs.,13,8,2,1978-10-04,Brazil,Featherweight,46,25/09/2022
Reginaldo Vieira,135 lbs.,13,5,0,1982-11-26,Brazil,Bantamweight,42,28/04/2025
Ketlen Vieira,135 lbs.,14,4,0,1991-08-26,Brazil,Featherweight,33,05/10/2024
Rodolfo Vieira,185 lbs.,10,3,0,1989-09-25,Brazil,Middleweight,35,15/02/2025
Steve Vigneault,185 lbs.,12,6,0,1978-02-14,Canada,Welterweight,47,14/11/2009
Alejandro Villalobos,145 lbs.,17,5,0,1978-10-26,Costa Rica,Featherweight,46,10/12/2015
Demarco Villalona,185 lbs.,1,3,0,1986-09-27,United States,Middleweight,38,23/03/2019
Gian Villante,230 lbs.,17,14,0,1985-08-18,United States,Heavyweight,39,06/11/2021
Armando Villarreal,135 lbs.,5,2,0,1989-08-08,United States,Featherweight,35,16/07/2019
Pablo Villaseca,155 lbs.,12,3,0,1987-01-26,Chile,Featherweight,38,31/05/2019
Danillo Villefort,185 lbs.,15,5,0,1983-05-08,United States,Middleweight,42,05/07/2018
Yuri Villefort,170 lbs.,10,5,0,1991-03-23,Brazil,Welterweight,34,16/01/2021
Falaniko Vitale,185 lbs.,30,11,0,1974-07-14,United States,Middleweight,50,26/09/2014
Bobby Voelker,170 lbs.,19,13,0,1979-04-26,United States,Welterweight,46,27/07/2013
Alexander Volkanovski,145 lbs.,27,4,0,1988-09-29,Australia,Featherweight,36,12/04/2025
Jacob Volkmann,155 lbs.,19,7,0,1980-09-05,United States,Welterweight,44,09/09/2016
Alexander Volkov,250 lbs.,38,11,0,1988-10-24,Russia,Heavyweight,36,07/12/2024
Jason Von Flue,170 lbs.,14,12,1,1975-08-01,United States,Welterweight,49,23/07/2009
Mark Vorgeas,135 lbs.,5,3,1,,United States,Featherweight,,10/04/2015
Chris Wade,155 lbs.,12,3,0,1987-09-30,United States,Featherweight,37,04/08/2023
Neil Wain,242 lbs.,13,4,0,,England,Heavyweight,,24/05/2014
Andre Walker,205 lbs.,1,5,0,1986-05-01,United States,Middleweight,39,08/12/2019
Donny Walker,135 lbs.,15,10,0,1980-01-04,United States,Featherweight,45,29/06/2013
Johnny Walker,205 lbs.,21,9,0,1992-03-30,Brazil,Light Heavyweight,33,22/06/2024
Ben Wall,155 lbs.,8,7,1,1989-03-25,Australia,Lightweight,36,07/03/2020
Crafton Wallace,185 lbs.,18,6,1,1972-04-15,United States,Middleweight,53,07/10/2011
Rodney Wallace,205 lbs.,26,15,1,1981-11-21,United States,Light Heavyweight,43,10/09/2017
James Wallace,155 lbs.,5,2,0,1992-11-17,United States,Lightweight,32,08/03/2025
Jim Wallhead,170 lbs.,29,11,0,1980-04-08,England,Welterweight,45,26/11/2016
Cory Walmsley,205 lbs.,8,2,0,,United States,Light Heavyweight,,26/08/2006
Richard Walsh,170 lbs.,9,5,0,1988-12-01,Australia,Welterweight,36,26/11/2016
Patrick Walsh,185 lbs.,10,3,0,1988-11-28,United States,Heavyweight,36,26/06/2021
Andy Wang,155 lbs.,7,8,1,1977-05-28,United States,Lightweight,47,12/08/2017
Sai Wang,170 lbs.,20,6,1,1986-01-16,China,Middleweight,39,06/04/2024
Anying Wang,170 lbs.,2,1,0,1991-04-04,Mongolia,Welterweight,34,12/08/2020
Curt Warburton,155 lbs.,13,6,0,,England,Lightweight,,24/11/2018
Brennan Ward,170 lbs.,14,5,0,1988-06-28,United States,Welterweight,36,01/02/2025
Charlie Ward,170 lbs.,3,3,0,1980-12-17,Ireland,Middleweight,44,23/09/2023
Terrion Ware,135 lbs.,17,9,0,1986-03-31,United States,Bantamweight,39,20/08/2022
Joe Warren,135 lbs.,15,6,0,1976-10-31,United States,Bantamweight,48,16/08/2019
Brian Warren,185 lbs.,18,17,1,1974-06-05,United States,Middleweight,50,18/11/2021
Ron Waterman,265 lbs.,16,6,2,1965-11-23,United States,Heavyweight,59,29/11/2008
Dominic Waters,170 lbs.,9,5,0,1989-04-11,United States,Welterweight,36,26/05/2018
Sam Watford,155 lbs.,2,2,0,,United States,Lightweight,,11/11/2023
Blake Watkins,185 lbs.,5,1,0,1999-01-09,United States,Middleweight,26,17/06/2016
Kyle Watson,155 lbs.,13,8,1,1979-08-09,United States,Lightweight,45,11/02/2012
Walel Watson,135 lbs.,14,10,0,1984-07-16,United States,Bantamweight,40,03/06/2023
Tom Watson,185 lbs.,17,9,0,1982-07-13,England,Middleweight,42,08/08/2015
Enrique Watson,185 lbs.,3,1,0,1978-08-25,United States,Middleweight,46,16/08/2024
Brok Weaver,155 lbs.,15,6,0,1991-12-05,United States,Welterweight,33,18/06/2021
Jonavin Webb,170 lbs.,9,2,0,1989-04-28,United States,Welterweight,36,23/10/2020
Royston Wee,135 lbs.,4,1,0,1986-11-15,Singapore,Featherweight,38,16/05/2015
Daniel Weichel,145 lbs.,39,9,0,1984-11-22,Germany,Featherweight,40,23/09/2023
Chris Weidman,185 lbs.,16,8,0,1984-06-17,United States,Middleweight,40,07/12/2024
Mark Weir,185 lbs.,21,18,1,1967-09-19,England,Middleweight,57,17/02/2013
Christian Wellisch,234 lbs.,8,5,0,1975-09-13,Hungary,Heavyweight,49,31/01/2009
Jeremiah Wells,170 lbs.,12,4,1,1986-10-30,United States,Welterweight,38,10/02/2024
Fabricio Werdum,231 lbs.,24,9,1,1977-07-30,Brazil,Heavyweight,47,08/09/2023
Mike Wessel,260 lbs.,15,8,0,1977-12-02,United States,Heavyweight,47,21/10/2016
Sheldon Westcott,170 lbs.,10,3,1,1984-08-20,Canada,Welterweight,40,02/01/2016
Vernon White,205 lbs.,26,33,2,1971-12-03,United States,Light Heavyweight,53,20/03/2010
Alex White,155 lbs.,13,6,0,1988-10-22,United States,Lightweight,36,09/07/2022
Craig White,170 lbs.,14,9,0,1990-07-01,England,Welterweight,34,25/09/2020
Robert Whiteford,145 lbs.,14,4,0,1983-04-12,Scotland,Featherweight,42,28/09/2024
Mike Whitehead,205 lbs.,27,8,0,1981-06-29,United States,Heavyweight,43,05/12/2015
Garett Whiteley,155 lbs.,7,3,0,1980-12-13,United States,Lightweight,44,13/12/2014
Emily Whitmire,125 lbs.,4,5,0,1991-05-24,United States,Strawweight,33,06/12/2024
Robert Whittaker,185 lbs.,27,8,0,1990-12-20,Australia,Middleweight,34,26/10/2024
Josh Wick,155 lbs.,12,6,0,1994-10-04,United States,Featherweight,30,20/09/2022
Adam Wieczorek,250 lbs.,10,2,0,1992-02-05,Poland,Heavyweight,33,18/08/2023
Orlando Wiet,170 lbs.,1,5,0,1965-10-24,France,Welterweight,59,19/05/2011
Jonathan Wiezorek,250 lbs.,11,2,0,1979-02-10,United States,Heavyweight,46,10/11/2007
Justin Wilcox,155 lbs.,14,7,0,1979-03-12,United States,Lightweight,46,03/10/2014
Joe Wilk,145 lbs.,19,11,0,1982-04-12,United States,Featherweight,43,03/02/2018
Aaron Wilkinson,155 lbs.,11,7,0,1987-01-31,England,Welterweight,38,19/09/2014
Mike Wilkinson,145 lbs.,9,4,0,1987-09-15,England,Featherweight,37,23/03/2019
Rob Wilkinson,185 lbs.,11,2,0,1992-02-22,Australia,Middleweight,33,01/05/2025
James Wilks,170 lbs.,7,4,0,1978-04-05,England,Welterweight,47,16/10/2010
Tedd Williams,265 lbs.,7,1,0,1969-12-19,United States,Heavyweight,55,22/09/2000
Pete Williams,235 lbs.,12,6,0,1975-07-10,United States,Heavyweight,49,22/03/2002
Patrick Williams,135 lbs.,8,6,0,1981-09-07,United States,Bantamweight,43,14/04/2018
Tim Williams,185 lbs.,15,5,0,1986-07-03,United States,Middleweight,38,28/05/2022
Jordan Williams,185 lbs.,9,6,0,1990-10-13,United States,Welterweight,34,06/11/2021
Cole Williams,170 lbs.,11,3,0,1983-12-15,United States,Welterweight,41,31/10/2020
Justin Willis,264 lbs.,8,2,0,1987-07-19,United States,Heavyweight,37,23/03/2019
Chris Wilson,170 lbs.,18,10,0,1977-06-07,Brazil,Lightweight,47,25/08/2013
Jonathan Wilson,205 lbs.,7,3,0,1987-07-17,United States,Light Heavyweight,37,08/02/2025
Sean Wilson,145 lbs.,36,29,0,1982-10-20,United States,Lightweight,42,07/10/2012
Westin Wilson,145 lbs.,17,9,0,1989-01-24,United States,Featherweight,36,15/06/2024
Matt Wiman,155 lbs.,16,10,0,1983-09-19,United States,Lightweight,41,05/12/2020
Eddie Wineland,135 lbs.,24,16,1,1984-06-26,United States,Bantamweight,40,18/06/2022
Deron Winn,185 lbs.,7,3,0,1989-06-13,United States,Light Heavyweight,35,18/06/2022
Andre Winner,155 lbs.,21,11,2,1981-11-09,England,Lightweight,43,08/06/2019
Eric Wisely,145 lbs.,26,9,1,1984-07-25,United States,Lightweight,40,11/09/2020
Keith Wisniewski,170 lbs.,28,15,1,1981-10-25,United States,Welterweight,43,04/09/2013
Jason Witt,170 lbs.,19,9,0,1986-11-07,United States,Welterweight,38,13/08/2022
Travis Wiuff,205 lbs.,75,21,0,1978-03-15,United States,Heavyweight,47,27/10/2023
Ray Wizard,265 lbs.,0,1,0,,United States,Heavyweight,,11/03/1994
Brandon Wolff,170 lbs.,7,5,0,,United States,Welterweight,,04/06/2010
Nathaniel Wood,145 lbs.,21,6,0,1993-08-05,England,Bantamweight,31,22/03/2025
Tyron Woodley,170 lbs.,19,7,1,1982-04-17,United States,Welterweight,43,18/12/2021
Sean Woodson,145 lbs.,13,2,1,1992-06-07,United States,Featherweight,32,12/04/2025
Cal Worsham,230 lbs.,13,10,0,1963-06-11,United States,Heavyweight,61,30/03/2012
Khama Worthy,155 lbs.,16,9,0,1986-10-15,United States,Lightweight,38,15/03/2025
